02-xorg	libXcomposite-0.4.6-i586-1
02-xorg	libXcursor-1.2.1-i586-1
02-xorg	libXdamage-1.1.6-i586-1
02-xorg	libXdmcp-1.1.4-i586-1
02-xorg	libXevie-1.0.3-i586-5
02-xorg	libXext-1.3.5-i586-1
02-xorg	libXfixes-6.0.1-i586-1
02-xorg	libXfont2-2.0.6-i586-1
02-xorg	libXfontcache-1.0.5-i586-5
02-xorg	libXft-2.3.8-i586-1
02-xorg	libXi-1.8.1-i586-1
02-xorg	libXinerama-1.1.5-i586-1
02-xorg	libXmu-1.1.4-i586-1
02-xorg	libXp-1.0.4-i586-1
02-xorg	libXpm-3.5.17-i586-1
02-xorg	libXpresent-1.0.1-i586-1
02-xorg	libXrandr-1.5.4-i586-1
02-xorg	libXrender-0.9.11-i586-1
02-xorg	libXres-1.2.2-i586-1
02-xorg	libXt-1.3.0-i586-1
02-xorg	libXtst-1.2.4-i586-1
02-xorg	libXv-1.0.12-i586-1
02-xorg	libXvMC-1.0.13-i586-1
02-xorg	libXxf86dga-1.1.6-i586-1
02-xorg	libXxf86misc-1.0.4-i586-3
02-xorg	libXxf86vm-1.1.5-i586-1
02-xorg	libdmx-1.1.5-i586-1
02-xorg	libdrm-2.4.116-i586-1
02-xorg	libepoxy-1.5.10-i586-1
02-xorg	libevdev-1.13.1-i586-1
02-xorg	libfontenc-1.1.7-i586-1
02-xorg	libgcrypt-1.10.2-i586-1
02-xorg	libgee-0.20.6-i586-1
02-xorg	libglvnd-1.7.0-i586-1
02-xorg	libgpg-error-1.47-i586-1
02-xorg	libinput-1.24.0-i586-1
02-xorg	libmypaint-1.6.1-i586-4
02-xorg	libpciaccess-0.17-i586-1
02-xorg	libpthread-stubs-0.5-i586-1
02-xorg	libva-2.20.0-i586-1
02-xorg	libvdpau-1.5-i586-1
02-xorg	libwacom-2.8.0-i586-1
02-xorg	libxcb-1.16-i586-1
02-xorg	libxcvt-0.1.2-i586-1
02-xorg	libxkbfile-1.1.2-i586-1
02-xorg	libxml2-2.9.14-i586-1
02-xorg	libxshmfence-1.3.2-i586-1
02-xorg	mkfontscale-1.2.2-i586-1
02-xorg	mtdev-1.1.6-i586-3
02-xorg	nettle-3.9.1-i586-1
02-xorg	pixman-0.42.2-i586-1
02-xorg	rendercheck-1.5-i586-4
02-xorg	sessreg-1.1.3-i586-1
02-xorg	setxkbmap-1.3.4-i586-1
02-xorg	transset-1.0.3-i586-1
02-xorg	x11-skel-7.7-i586-9
02-xorg	xauth-1.1.2-i586-1
02-xorg	xbacklight-1.2.3-i586-3
02-xorg	xcb-util-0.4.1-i586-1
02-xorg	xcb-util-image-0.4.1-i586-1
02-xorg	xcb-util-keysyms-0.4.1-i586-1
02-xorg	xcb-util-renderutil-0.3.10-i586-1
02-xorg	xcb-util-wm-0.4.2-i586-1
02-xorg	xcompmgr-1.1.9-i586-1
02-xorg	xdg-user-dirs-0.18-i586-1
02-xorg	xdg-utils-1.1.3-noarch-4
02-xorg	xdriinfo-1.0.7-i586-1
02-xorg	xev-1.2.5-i586-1
02-xorg	xf86-input-evdev-2.10.6-i586-4
02-xorg	xf86-input-libinput-1.4.0-i586-1
02-xorg	xf86-input-synaptics-1.9.2-i586-1
02-xorg	xf86-input-wacom-1.2.0-i586-1
02-xorg	xf86-video-amdgpu-23.0.0-i586-1
02-xorg	xf86-video-ati-20220730_7a6a34af-i586-1
02-xorg	xf86-video-dummy-0.4.1-i586-1
02-xorg	xf86-video-intel-20210115_31486f40-i686-1
02-xorg	xf86-video-nouveau-20220125_29cc528-i586-1
02-xorg	xf86-video-openchrome-0.6.0-i586-6
02-xorg	xf86-video-vesa-2.6.0-i586-1
02-xorg	xf86-video-vmware-13.4.0-i586-1
02-xorg	xfontsel-1.1.0-i586-1
02-xorg	xgamma-1.0.7-i586-1
02-xorg	xhost-1.0.9-i586-1
02-xorg	xinit-1.4.2-i586-1
02-xorg	xkbcomp-1.4.6-i586-1
02-xorg	xkeyboard-config-2.40-noarch-1
02-xorg	xmag-1.0.7-i586-1
02-xorg	xmessage-1.0.6-i586-1
02-xorg	xmodmap-1.0.11-i586-1
02-xorg	xorg-server-21.1.8-i586-1
02-xorg	xprop-1.2.6-i586-1
02-xorg	xrandr-1.5.2-i586-1
02-xorg	xrdb-1.2.2-i586-1
02-xorg	xrefresh-1.0.7-i586-1
02-xorg	xset-1.2.5-i586-1
02-xorg	xsetroot-1.1.3-i586-1
02-xorg	xterm-385-i586-1
02-xorg	xvidtune-1.0.4-i586-1
02-xorg	xvinfo-1.1.5-i586-1
02-xorg	xwininfo-1.1.6-i586-1
03-desktop	at-spi2-core-2.50.0-i586-1
03-desktop	binutils-2.41-i586-1
03-desktop	boost-1.83.0-i586-1
03-desktop	cairo-1.18.0-i586-2
03-desktop	compton-316eac0613bf342ff91cc645a6c3c80e6b9083fb-i586-1_SBo
03-desktop	exo-4.18.0-i586-1
03-desktop	feh-3.6.1-i586-1_SBo
03-desktop	fluxbox-1.3.7-i586-6
03-desktop	fribidi-1.0.13-i586-1
03-desktop	garcon-4.18.1-i586-1
03-desktop	gdk-pixbuf2-2.42.10-i586-1
03-desktop	giblib-1.2.4-i586-5_SBo
03-desktop	giflib-5.2.1-i586-4
03-desktop	glib2-2.78.0-i586-2
03-desktop	gmime-3.2.14-i586-1
03-desktop	gnome-themes-extra-3.28-i586-3
03-desktop	gtk+2-2.24.33-i586-3
03-desktop	gtk+3-3.24.38-i586-1
03-desktop	hicolor-icon-theme-0.17-noarch-4
03-desktop	imlib2-1.9.1-i586-1_SBo
03-desktop	libconfig-1.7.2-i586-2_SBo
03-desktop	libdbusmenu-16.04.0-i586-3
03-desktop	libjpeg-turbo-3.0.0-i586-1
03-desktop	libpng-1.6.40-i586-1
03-desktop	libtiff-4.4.0-i586-2
03-desktop	libwnck3-43.0-i586-1
03-desktop	libxfce4ui-4.18.4-i586-1
03-desktop	libxfce4util-4.18.1-i586-1
03-desktop	libxkbcommon-1.5.0-i586-1
03-desktop	pamixer-1.5-i586-7
03-desktop	pango-1.50.14-i586-1
03-desktop	pcre-8.45-i586-1
03-desktop	scrot-0.8-i586-4_SBo
03-desktop	shared-mime-info-2.2-i586-1
03-desktop	slax-gtk-utils-nover-i686-1
03-desktop	startup-notification-0.12-i586-5
03-desktop	tango-icon-theme-0.8.90-noarch-6
03-desktop	volumeicon-0.5.1-i586-1_SBo
03-desktop	wayland-1.22.0-i586-1
03-desktop	wmctrl-1.07-i586-2_SBo
03-desktop	xfce4-panel-4.18.5-i586-1
03-desktop	xfconf-4.18.1-i586-1
03-desktop	xlunch-4.7.5-i586-1_SBo
04-apps	adwaita-icon-theme-45.0-noarch-1
04-apps	connman-1.36-i586-1_SBo
04-apps	connman-gtk-1.1.1-i586-1_SBo
04-apps	dbus-glib-0.112-i586-1
04-apps	galculator-2.1.4-i586-1_SBo
04-apps	gnutls-3.8.1-i586-1
04-apps	libexif-0.6.24-i586-1
04-apps	libfm-1.3.2-i586-2_SBo
04-apps	libfm-extra-1.3.2-i586-2_SBo
04-apps	lxtask-0.1.10-i586-1_SBo
04-apps	menu-cache-1.1.0-i586-2_SBo
04-apps	p11-kit-0.25.0-i586-1
04-apps	pcmanfm-1.3.2-i586-2_SBo
04-apps	scite-5.2.1-i586-1_SBo
04-apps	xarchiver-0.5.4.17-i586-1_SBo
05-chromium	chromium-117.0.5938.149-i586-1alien
05-chromium	icu4c-73.2-i586-1
05-chromium	mozilla-nss-3.94-i586-1
05-chromium	sqlite-3.43.1-i586-2
06-devel	elfutils-0.189-i586-1
06-devel	flex-2.6.4-i586-5
06-devel	gc-8.2.4-i586-1
06-devel	gcc-13.2.0-i586-1
06-devel	gcc-g++-13.2.0-i586-1
06-devel	guile-3.0.9-i586-1
06-devel	kernel-headers-6.1.56_smp-x86-1
06-devel	libffi-3.4.4-i586-1
06-devel	libmpc-1.3.1-i586-1
06-devel	make-4.4.1-i586-1
06-devel	mpfr-4.2.1-i586-1
06-devel	nasm-2.16.01-i586-1
06-devel	pkg-config-0.29.2-i586-4
06-devel	xorgproto-2023.2-i586-1
06-devel	yasm-1.3.0-i586-4
